Unnamed: 0,city_edge_id,is_bike,GSV1,GSV2,SAT,mismatch
1673,661300094_Sacramento,2,"661300094_Sacramento_MID2_GSV1_38.5509175164619,-121.548425859025.jpg","661300094_Sacramento_MID2_GSV2_38.5509175164619,-121.548425859025.jpg","661300094_Sacramento_SAT2_38.5509175164619,-121.548425859025.jpg",N
1743,8636133_Boston,2,"8636133_Boston_MID94_GSV1_42.3435867189896,-71.072354788624.jpg","8636133_Boston_MID94_GSV2_42.3435867189896,-71.072354788624.jpg","8636133_Boston_SAT94_42.3435867189896,-71.072354788624.jpg",N
1746,8636133_Boston,2,"8636133_Boston_MID98_GSV1_42.3442239577195,-71.0711756144741.jpg","8636133_Boston_MID98_GSV2_42.3442239577195,-71.0711756144741.jpg","8636133_Boston_SAT98_42.3442239577195,-71.0711756144741.jpg",N
1571,421844018_Chicago,2,"421844018_Chicago_MID7_GSV1_41.9130933292003,-87.6816576965054.jpg","421844018_Chicago_MID7_GSV2_41.9130933292003,-87.6816576965054.jpg","421844018_Chicago_SAT7_41.9130933292003,-87.6816576965054.jpg",Y
1685,733806839_LosAngeles,1,"733806839_LosAngeles_MID3_GSV1_34.0817727898778,-118.226566126356.jpg","733806839_LosAngeles_MID3_GSV2_34.0817727898778,-118.226566126356.jpg","733806839_LosAngeles_SAT3_34.0817727898778,-118.226566126356.jpg",N
993,224140_Charlotte,0,"224140_Charlotte_MID_GSV1_35.4611820000348,-80.620627999514.jpg","224140_Charlotte_MID_GSV2_35.4611820000348,-80.620627999514.jpg","224140_Charlotte_MID_SAT_35.4611820000348,-80.620627999514.jpg",N
381,87952_LosAngeles,0,"87952_LosAngeles_MID_GSV1_33.8906810100613,-118.299205668843.jpg","87952_LosAngeles_MID_GSV2_33.8906810100613,-118.299205668843.jpg","87952_LosAngeles_MID_SAT_33.8906810100613,-118.299205668843.jpg",N
1827,8615119_Boston,1,"8615119_Boston_MID91_GSV1_42.3698251,-71.1125428.jpg","8615119_Boston_MID91_GSV2_42.3698251,-71.1125428.jpg","8615119_Boston_SAT91_42.3698251,-71.1125428.jpg",N
813,185966_Sacramento,0,"185966_Sacramento_MID_GSV1_38.6099342750422,-121.288479034649.jpg","185966_Sacramento_MID_GSV2_38.6099342750422,-121.288479034649.jpg","185966_Sacramento_MID_SAT_38.6099342750422,-121.288479034649.jpg",N
640,144790_LosAngeles,0,"144790_LosAngeles_MID_GSV1_33.9494302310477,-118.072710626057.jpg","144790_LosAngeles_MID_GSV2_33.9494302310477,-118.072710626057.jpg","144790_LosAngeles_MID_SAT_33.9494302310477,-118.072710626057.jpg",N
1841,8814545_Boston,1,"8814545_Boston_MID92_GSV1_42.3092734436182,-71.1347204636193.jpg","8814545_Boston_MID92_GSV2_42.3092734436182,-71.1347204636193.jpg","8814545_Boston_SAT92_42.3092734436182,-71.1347204636193.jpg",N
1733,26472555_SanFrancisco,2,"26472555_SanFrancisco_MID93_GSV1_37.8470011301795,-122.294783313927.jpg","26472555_SanFrancisco_MID93_GSV2_37.8470011301795,-122.294783313927.jpg","26472555_SanFrancisco_SAT93_37.8470011301795,-122.294783313927.jpg",N
1745,8636133_Boston,2,"8636133_Boston_MID97_GSV1_42.3440668880574,-71.0714727247225.jpg","8636133_Boston_MID97_GSV2_42.3440668880574,-71.0714727247225.jpg","8636133_Boston_SAT97_42.3440668880574,-71.0714727247225.jpg",N
1777,22598236_Minneapolis,1,"22598236_Minneapolis_MID94_GSV1_44.991968275948,-93.2847349172875.jpg","22598236_Minneapolis_MID94_GSV2_44.991968275948,-93.2847349172875.jpg","22598236_Minneapolis_SAT94_44.991968275948,-93.2847349172875.jpg",N
131,28678_Seattle,0,"28678_Seattle_MID_GSV1_47.2590069999054,-122.450375397257.jpg","28678_Seattle_MID_GSV2_47.2590069999054,-122.450375397257.jpg","28678_Seattle_MID_SAT_47.2590069999054,-122.450375397257.jpg",N
1715,22598235_Minneapolis,2,"22598235_Minneapolis_MID911_GSV1_44.9919492743754,-93.2898165513433.jpg","22598235_Minneapolis_MID911_GSV2_44.9919492743754,-93.2898165513433.jpg","22598235_Minneapolis_SAT911_44.9919492743754,-93.2898165513433.jpg",N
568,129334_LosAngeles,0,"129334_LosAngeles_MID_GSV1_33.9929429795603,-118.088700531868.jpg","129334_LosAngeles_MID_GSV2_33.9929429795603,-118.088700531868.jpg","129334_LosAngeles_MID_SAT_33.9929429795603,-118.088700531868.jpg",N
1612,49684106_Cleveland,1,"49684106_Cleveland_MID1_GSV1_41.4961237,-81.7000542.jpg","49684106_Cleveland_MID1_GSV2_41.4961237,-81.7000542.jpg","49684106_Cleveland_SAT1_41.4961237,-81.7000542.jpg",N
803,184039_Sacramento,1,"184039_Sacramento_MID_GSV1_38.6628092508211,-121.759562700462.jpg","184039_Sacramento_MID_GSV2_38.6628092508211,-121.759562700462.jpg","184039_Sacramento_MID_SAT_38.6628092508211,-121.759562700462.jpg",N
1903,9944_Atlanta,1,9944_Atlanta_MID_GSV1_33.751135_-84.31988_89.jpg,9944_Atlanta_MID_GSV2_33.751135_-84.31988_269.jpg,9944_Atlanta_SAT_33.7511_-84.3199.jpg,N
1484,24078191_Chicago,2,"24078191_Chicago_MID1_GSV1_41.8478773,-87.6958694.jpg","24078191_Chicago_MID1_GSV2_41.8478773,-87.6958694.jpg","24078191_Chicago_SAT1_41.8478773,-87.6958694.jpg",Y
1600,440702240_SanFrancisco,2,"440702240_SanFrancisco_MID3_GSV1_37.9252606530866,-122.36664162197.jpg","440702240_SanFrancisco_MID3_GSV2_37.9252606530866,-122.36664162197.jpg","440702240_SanFrancisco_SAT3_37.9252606530866,-122.36664162197.jpg",N
1428,15366534_Houston,1,"15366534_Houston_MID3_GSV1_29.757170724416,-95.4057925444429.jpg","15366534_Houston_MID3_GSV2_29.757170724416,-95.4057925444429.jpg","15366534_Houston_SAT3_29.757170724416,-95.4057925444429.jpg",N
1205,340579_SantaRosa,0,"340579_SantaRosa_MID_GSV1_38.6029380130835,-122.856213778852.jpg","340579_SantaRosa_MID_GSV2_38.6029380130835,-122.856213778852.jpg","340579_SantaRosa_MID_SAT_38.6029380130835,-122.856213778852.jpg",N
757,174743_SaltLake,0,"174743_SaltLake_MID_GSV1_40.4344665873909,-111.892799114633.jpg","174743_SaltLake_MID_GSV2_40.4344665873909,-111.892799114633.jpg","174743_SaltLake_MID_SAT_40.4344665873909,-111.892799114633.jpg",N
1662,630677037_NewYork,2,"630677037_NewYork_MID2_GSV1_40.6940741577875,-73.9872024598963.jpg","630677037_NewYork_MID2_GSV2_40.6940741577875,-73.9872024598963.jpg","630677037_NewYork_SAT2_40.6940741577875,-73.9872024598963.jpg",N
1358,377875_SanJose,0,"377875_SanJose_MID_GSV1_37.3876169069161,-121.875571839168.jpg","377875_SanJose_MID_GSV2_37.3876169069161,-121.875571839168.jpg","377875_SanJose_MID_SAT_37.3876169069161,-121.875571839168.jpg",N
1425,148624558_Baltimore,2,"148624558_Baltimore_MID4_GSV1_39.3660230441783,-76.5496062387146.jpg","148624558_Baltimore_MID4_GSV2_39.3660230441783,-76.5496062387146.jpg","148624558_Baltimore_SAT4_39.3660230441783,-76.5496062387146.jpg",Y
302,68896_LosAngeles,0,"68896_LosAngeles_MID_GSV1_33.69550065572,-117.79677938068.jpg","68896_LosAngeles_MID_GSV2_33.69550065572,-117.79677938068.jpg","68896_LosAngeles_MID_SAT_33.69550065572,-117.79677938068.jpg",N
157,37637_LosAngeles,0,"37637_LosAngeles_MID_GSV1_33.9236833001284,-118.346604300966.jpg","37637_LosAngeles_MID_GSV2_33.9236833001284,-118.346604300966.jpg","37637_LosAngeles_MID_SAT_33.9236833001284,-118.346604300966.jpg",N
1851,8916792_SanFrancisco,1,"8916792_SanFrancisco_MID93_GSV1_37.7680461323633,-122.396978925477.jpg","8916792_SanFrancisco_MID93_GSV2_37.7680461323633,-122.396978925477.jpg","8916792_SanFrancisco_SAT93_37.7680461323633,-122.396978925477.jpg",N
1571,421844018_Chicago,2,"421844018_Chicago_MID7_GSV1_41.9130933292003,-87.6816576965054.jpg","421844018_Chicago_MID7_GSV2_41.9130933292003,-87.6816576965054.jpg","421844018_Chicago_SAT7_41.9130933292003,-87.6816576965054.jpg",Y
1484,24078191_Chicago,2,"24078191_Chicago_MID1_GSV1_41.8478773,-87.6958694.jpg","24078191_Chicago_MID1_GSV2_41.8478773,-87.6958694.jpg","24078191_Chicago_SAT1_41.8478773,-87.6958694.jpg",Y
342,78734_Seattle,0,"78734_Seattle_MID_GSV1_47.2308945008866,-122.293973799977.jpg","78734_Seattle_MID_GSV2_47.2308945008866,-122.293973799977.jpg","78734_Seattle_MID_SAT_47.2308945008866,-122.293973799977.jpg",N
166,39988_LosAngeles,0,"39988_LosAngeles_MID_GSV1_33.6718291571777,-117.896240354989.jpg","39988_LosAngeles_MID_GSV2_33.6718291571777,-117.896240354989.jpg","39988_LosAngeles_MID_SAT_33.6718291571777,-117.896240354989.jpg",N
487,110447_LosAngeles,0,"110447_LosAngeles_MID_GSV1_33.7880031500124,-117.790556749966.jpg","110447_LosAngeles_MID_GSV2_33.7880031500124,-117.790556749966.jpg","110447_LosAngeles_MID_SAT_33.7880031500124,-117.790556749966.jpg",N
540,121429_SanJose,1,"121429_SanJose_MID_GSV1_37.2196730168935,-121.860294652205.jpg","121429_SanJose_MID_GSV2_37.2196730168935,-121.860294652205.jpg","121429_SanJose_MID_SAT_37.2196730168935,-121.860294652205.jpg",N
1477,22561055_Minneapolis,1,"22561055_Minneapolis_MID4_GSV1_44.994613866118,-93.287987.jpg","22561055_Minneapolis_MID4_GSV2_44.994613866118,-93.287987.jpg","22561055_Minneapolis_SAT4_44.994613866118,-93.287987.jpg",N
234,54057_Miami,0,"54057_Miami_MID_GSV1_25.8604206,-80.2666050001862.jpg","54057_Miami_MID_GSV2_25.8604206,-80.2666050001862.jpg","54057_Miami_MID_SAT_25.8604206,-80.2666050001862.jpg",N
1266,355978_Miami,0,"355978_Miami_MID_GSV1_25.779514489115,-80.2376639515485.jpg","355978_Miami_MID_GSV2_25.779514489115,-80.2376639515485.jpg","355978_Miami_MID_SAT_25.779514489115,-80.2376639515485.jpg",N
1454,168354271_Boston,2,"168354271_Boston_MID2_GSV1_42.3225048496019,-71.1121460234472.jpg","168354271_Boston_MID2_GSV2_42.3225048496019,-71.1121460234472.jpg","168354271_Boston_SAT2_42.3225048496019,-71.1121460234472.jpg",N
1184,263278_Houston,0,"263278_Houston_MID_GSV1_29.657412394403,-95.4817583994232.jpg","263278_Houston_MID_GSV2_29.657412394403,-95.4817583994232.jpg","263278_Houston_MID_SAT_29.657412394403,-95.4817583994232.jpg",N
701,159159_Houston,0,"159159_Houston_MID_GSV1_29.7925114019869,-95.4299929462007.jpg","159159_Houston_MID_GSV2_29.7925114019869,-95.4299929462007.jpg","159159_Houston_MID_SAT_29.7925114019869,-95.4299929462007.jpg",N
196,47017_Atlanta,0,"47017_Atlanta_MID_GSV1_33.7730880124543,-84.4424949892932.jpg","47017_Atlanta_MID_GSV2_33.7730880124543,-84.4424949892932.jpg","47017_Atlanta_MID_SAT_33.7730880124543,-84.4424949892932.jpg",N
1580,428100719_Seattle,2,"428100719_Seattle_MID1_GSV1_47.5832188,-122.2981354.jpg","428100719_Seattle_MID1_GSV2_47.5832188,-122.2981354.jpg","428100719_Seattle_SAT1_47.5832188,-122.2981354.jpg",N
655,147792_Dallas,0,"147792_Dallas_MID_GSV1_32.9087504067797,-96.7059377131002.jpg","147792_Dallas_MID_GSV2_32.9087504067797,-96.7059377131002.jpg","147792_Dallas_MID_SAT_32.9087504067797,-96.7059377131002.jpg",N
932,212813_Atlanta,0,"212813_Atlanta_MID_GSV1_33.8810355007336,-84.309476825016.jpg","212813_Atlanta_MID_GSV2_33.8810355007336,-84.309476825016.jpg","212813_Atlanta_MID_SAT_33.8810355007336,-84.309476825016.jpg",N
1631,522075925_Baltimore,2,"522075925_Baltimore_MID1_GSV1_39.3525175,-76.5612849.jpg","522075925_Baltimore_MID1_GSV2_39.3525175,-76.5612849.jpg","522075925_Baltimore_SAT1_39.3525175,-76.5612849.jpg",N
302,68896_LosAngeles,0,"68896_LosAngeles_MID_GSV1_33.69550065572,-117.79677938068.jpg","68896_LosAngeles_MID_GSV2_33.69550065572,-117.79677938068.jpg","68896_LosAngeles_MID_SAT_33.69550065572,-117.79677938068.jpg",N
1744,8636133_Boston,2,"8636133_Boston_MID95_GSV1_42.3437465562023,-71.0720605094219.jpg","8636133_Boston_MID95_GSV2_42.3437465562023,-71.0720605094219.jpg","8636133_Boston_SAT95_42.3437465562023,-71.0720605094219.jpg",N
797,182867_SanJose,1,"182867_SanJose_MID_GSV1_37.3135048399078,-121.795251944789.jpg","182867_SanJose_MID_GSV2_37.3135048399078,-121.795251944789.jpg","182867_SanJose_MID_SAT_37.3135048399078,-121.795251944789.jpg",N
1406,1256072012_Chicago,2,"1256072012_Chicago_MID3_GSV1_41.9180935477927,-87.7622704604381.jpg","1256072012_Chicago_MID3_GSV2_41.9180935477927,-87.7622704604381.jpg","1256072012_Chicago_SAT3_41.9180935477927,-87.7622704604381.jpg",Y
1725,25430003_Philadelphia,2,"25430003_Philadelphia_MID92_GSV1_39.9343880645247,-75.1511454902785.jpg","25430003_Philadelphia_MID92_GSV2_39.9343880645247,-75.1511454902785.jpg","25430003_Philadelphia_SAT92_39.9343880645247,-75.1511454902785.jpg",N
1553,398233621_LosAngeles,2,"398233621_LosAngeles_MID2_GSV1_34.0010542431843,-118.438987083322.jpg","398233621_LosAngeles_MID2_GSV2_34.0010542431843,-118.438987083322.jpg","398233621_LosAngeles_SAT2_34.0010542431843,-118.438987083322.jpg",N
606,136311_Seattle,1,"136311_Seattle_MID_GSV1_47.2360806823802,-122.357153543693.jpg","136311_Seattle_MID_GSV2_47.2360806823802,-122.357153543693.jpg","136311_Seattle_MID_SAT_47.2360806823802,-122.357153543693.jpg",N
1413,127681476_Minneapolis,1,"127681476_Minneapolis_MID3_GSV1_44.9688987458438,-93.271587354864.jpg","127681476_Minneapolis_MID3_GSV2_44.9688987458438,-93.271587354864.jpg","127681476_Minneapolis_SAT3_44.9688987458438,-93.271587354864.jpg",N
1373,1081878644_Houston,1,"1081878644_Houston_MID2_GSV1_29.7378182820063,-95.3410408415663.jpg","1081878644_Houston_MID2_GSV2_29.7378182820063,-95.3410408415663.jpg","1081878644_Houston_SAT2_29.7378182820063,-95.3410408415663.jpg",N
1573,423493106_Houston,2,"423493106_Houston_MID2_GSV1_29.7263303476211,-95.3165382453961.jpg","423493106_Houston_MID2_GSV2_29.7263303476211,-95.3165382453961.jpg","423493106_Houston_SAT2_29.7263303476211,-95.3165382453961.jpg",N
719,163427_LosAngeles,0,"163427_LosAngeles_MID_GSV1_34.2047767514976,-118.530067700973.jpg","163427_LosAngeles_MID_GSV2_34.2047767514976,-118.530067700973.jpg","163427_LosAngeles_MID_SAT_34.2047767514976,-118.530067700973.jpg",N
1013,228708_LosAngeles,0,"228708_LosAngeles_MID_GSV1_34.0769880173242,-118.282191733456.jpg","228708_LosAngeles_MID_GSV2_34.0769880173242,-118.282191733456.jpg","228708_LosAngeles_MID_SAT_34.0769880173242,-118.282191733456.jpg",N
1421,145814219_Chicago,2,"145814219_Chicago_MID3_GSV1_41.9149470718558,-87.7558576526267.jpg","145814219_Chicago_MID3_GSV2_41.9149470718558,-87.7558576526267.jpg","145814219_Chicago_SAT3_41.9149470718558,-87.7558576526267.jpg",Y
1724,25430003_Philadelphia,2,"25430003_Philadelphia_MID916_GSV1_39.9356564249759,-75.1558115457955.jpg","25430003_Philadelphia_MID916_GSV2_39.9356564249759,-75.1558115457955.jpg","25430003_Philadelphia_SAT916_39.9356564249759,-75.1558115457955.jpg",N
1899,9940_Atlanta,1,9940_Atlanta_MID_GSV1_33.741623_-84.435836_315.jpg,9940_Atlanta_MID_GSV2_33.741623_-84.435836_135.jpg,9940_Atlanta_SAT_33.7416_-84.4358.jpg,N
1485,24078191_Chicago,2,"24078191_Chicago_MID2_GSV1_41.8478617630636,-87.6970821416666.jpg","24078191_Chicago_MID2_GSV2_41.8478617630636,-87.6970821416666.jpg","24078191_Chicago_SAT2_41.8478617630636,-87.6970821416666.jpg",Y
1811,6457969_Seattle,1,"6457969_Seattle_MID917_GSV1_47.5877446156557,-122.313803117657.jpg","6457969_Seattle_MID917_GSV2_47.5877446156557,-122.313803117657.jpg","6457969_Seattle_SAT917_47.5877446156557,-122.313803117657.jpg",N
1512,303988675_LosAngeles,1,"303988675_LosAngeles_MID1_GSV1_34.3168013,-118.4979673.jpg","303988675_LosAngeles_MID1_GSV2_34.3168013,-118.4979673.jpg","303988675_LosAngeles_SAT1_34.3168013,-118.4979673.jpg",N
1714,22598235_Minneapolis,2,"22598235_Minneapolis_MID910_GSV1_44.9919537815193,-93.2901974378884.jpg","22598235_Minneapolis_MID910_GSV2_44.9919537815193,-93.2901974378884.jpg","22598235_Minneapolis_SAT910_44.9919537815193,-93.2901974378884.jpg",N
1886,9927_Atlanta,1,9927_Atlanta_MID_GSV1_33.747438_-84.376269_87.jpg,9927_Atlanta_MID_GSV2_33.747438_-84.376269_267.jpg,9927_Atlanta_SAT_33.7474_-84.3763.jpg,N
793,182661_Phoenix,1,"182661_Phoenix_MID_GSV1_33.6986794236458,-111.915546648724.jpg","182661_Phoenix_MID_GSV2_33.6986794236458,-111.915546648724.jpg","182661_Phoenix_MID_SAT_33.6986794236458,-111.915546648724.jpg",Y
1631,522075925_Baltimore,2,"522075925_Baltimore_MID1_GSV1_39.3525175,-76.5612849.jpg","522075925_Baltimore_MID1_GSV2_39.3525175,-76.5612849.jpg","522075925_Baltimore_SAT1_39.3525175,-76.5612849.jpg",N
1553,398233621_LosAngeles,2,"398233621_LosAngeles_MID2_GSV1_34.0010542431843,-118.438987083322.jpg","398233621_LosAngeles_MID2_GSV2_34.0010542431843,-118.438987083322.jpg","398233621_LosAngeles_SAT2_34.0010542431843,-118.438987083322.jpg",N
1760,22561055_Minneapolis,1,"22561055_Minneapolis_MID911_GSV1_44.994613866118,-93.287987.jpg","22561055_Minneapolis_MID911_GSV2_44.994613866118,-93.287987.jpg","22561055_Minneapolis_SAT911_44.994613866118,-93.287987.jpg",N
610,137007_SanDiego,0,"137007_SanDiego_MID_GSV1_32.7666237184328,-117.159542725329.jpg","137007_SanDiego_MID_GSV2_32.7666237184328,-117.159542725329.jpg","137007_SanDiego_MID_SAT_32.7666237184328,-117.159542725329.jpg",N
1752,8646628_Boston,2,"8646628_Boston_MID95_GSV1_42.343670730264,-71.0880047409226.jpg","8646628_Boston_MID95_GSV2_42.343670730264,-71.0880047409226.jpg","8646628_Boston_SAT95_42.343670730264,-71.0880047409226.jpg",N
1138,253507_SanJose,1,"253507_SanJose_MID_GSV1_37.3006821720785,-122.041239890497.jpg","253507_SanJose_MID_GSV2_37.3006821720785,-122.041239890497.jpg","253507_SanJose_MID_SAT_37.3006821720785,-122.041239890497.jpg",N
1901,9942_Atlanta,1,9942_Atlanta_MID_GSV1_33.751105_-84.315894_89.jpg,9942_Atlanta_MID_GSV2_33.751105_-84.315894_269.jpg,9942_Atlanta_SAT_33.7511_-84.3159.jpg,N
1815,6480361_Seattle,1,"6480361_Seattle_MID911_GSV1_47.7059246028914,-122.333936762936.jpg","6480361_Seattle_MID911_GSV2_47.7059246028914,-122.333936762936.jpg","6480361_Seattle_SAT911_47.7059246028914,-122.333936762936.jpg",N
484,109462_Dallas,0,"109462_Dallas_MID_GSV1_32.8127175700718,-96.7513461517251.jpg","109462_Dallas_MID_GSV2_32.8127175700718,-96.7513461517251.jpg","109462_Dallas_MID_SAT_32.8127175700718,-96.7513461517251.jpg",N
1380,11143366_Miami,2,"11143366_Miami_MID1_GSV1_25.7116448,-80.2868184.jpg","11143366_Miami_MID1_GSV2_25.7116448,-80.2868184.jpg","11143366_Miami_SAT1_25.7116448,-80.2868184.jpg",N
1432,15392717_Houston,2,"15392717_Houston_MID6_GSV1_29.7907736716901,-95.3924028942792.jpg","15392717_Houston_MID6_GSV2_29.7907736716901,-95.3924028942792.jpg","15392717_Houston_SAT6_29.7907736716901,-95.3924028942792.jpg",N
1568,421844018_Chicago,2,"421844018_Chicago_MID4_GSV1_41.9148752469066,-87.6843794813692.jpg","421844018_Chicago_MID4_GSV2_41.9148752469066,-87.6843794813692.jpg","421844018_Chicago_SAT4_41.9148752469066,-87.6843794813692.jpg",Y
1465,185399255_LosAngeles,1,"185399255_LosAngeles_MID1_GSV1_34.0263931,-118.2771543.jpg","185399255_LosAngeles_MID1_GSV2_34.0263931,-118.2771543.jpg","185399255_LosAngeles_SAT1_34.0263931,-118.2771543.jpg",N
1456,168354271_Boston,2,"168354271_Boston_MID4_GSV1_42.3242911791763,-71.1122684200716.jpg","168354271_Boston_MID4_GSV2_42.3242911791763,-71.1122684200716.jpg","168354271_Boston_SAT4_42.3242911791763,-71.1122684200716.jpg",N
1648,59525607_Chicago,1,"59525607_Chicago_MID3_GSV1_41.8771048693772,-87.7676408773952.jpg","59525607_Chicago_MID3_GSV2_41.8771048693772,-87.7676408773952.jpg","59525607_Chicago_SAT3_41.8771048693772,-87.7676408773952.jpg",N
787,182144_Houston,0,"182144_Houston_MID_GSV1_29.7313151696098,-95.8137091256797.jpg","182144_Houston_MID_GSV2_29.7313151696098,-95.8137091256797.jpg","182144_Houston_MID_SAT_29.7313151696098,-95.8137091256797.jpg",N
1847,8814545_Boston,1,"8814545_Boston_MID98_GSV1_42.3096948716402,-71.1368412940221.jpg","8814545_Boston_MID98_GSV2_42.3096948716402,-71.1368412940221.jpg","8814545_Boston_SAT98_42.3096948716402,-71.1368412940221.jpg",N
203,48031_StLouis,0,"48031_StLouis_MID_GSV1_38.5955896524233,-90.0715121454345.jpg","48031_StLouis_MID_GSV2_38.5955896524233,-90.0715121454345.jpg","48031_StLouis_MID_SAT_38.5955896524233,-90.0715121454345.jpg",N
1507,28518571_SanFrancisco,1,"28518571_SanFrancisco_MID2_GSV1_37.7709499565862,-122.40058305615.jpg","28518571_SanFrancisco_MID2_GSV2_37.7709499565862,-122.40058305615.jpg","28518571_SanFrancisco_SAT2_37.7709499565862,-122.40058305615.jpg",N
165,39693_Denver,1,"39693_Denver_MID_GSV1_39.7548394002155,-105.075486000076.jpg","39693_Denver_MID_GSV2_39.7548394002155,-105.075486000076.jpg","39693_Denver_MID_SAT_39.7548394002155,-105.075486000076.jpg",N
1894,9935_Atlanta,1,9935_Atlanta_MID_GSV1_33.741511_-84.423338_179.jpg,9935_Atlanta_MID_GSV2_33.741511_-84.423338_359.jpg,9935_Atlanta_SAT_33.7415_-84.4233.jpg,N
1651,59525607_Chicago,2,"59525607_Chicago_MID6_GSV1_41.8771455904271,-87.7712674977194.jpg","59525607_Chicago_MID6_GSV2_41.8771455904271,-87.7712674977194.jpg","59525607_Chicago_SAT6_41.8771455904271,-87.7712674977194.jpg",N
435,100883_Phoenix,1,"100883_Phoenix_MID_GSV1_33.6023020998147,-111.874032899018.jpg","100883_Phoenix_MID_GSV2_33.6023020998147,-111.874032899018.jpg","100883_Phoenix_MID_SAT_33.6023020998147,-111.874032899018.jpg",N
56,11760_Orlando,0,"11760_Orlando_MID_GSV1_28.7147240399871,-81.3147505846613.jpg","11760_Orlando_MID_GSV2_28.7147240399871,-81.3147505846613.jpg","11760_Orlando_MID_SAT_28.7147240399871,-81.3147505846613.jpg",N
482,109183_Dallas,0,"109183_Dallas_MID_GSV1_32.6022620684147,-96.9469342450978.jpg","109183_Dallas_MID_GSV2_32.6022620684147,-96.9469342450978.jpg","109183_Dallas_MID_SAT_32.6022620684147,-96.9469342450978.jpg",N
586,132366_Houston,0,"132366_Houston_MID_GSV1_29.7348690930722,-95.330923602569.jpg","132366_Houston_MID_GSV2_29.7348690930722,-95.330923602569.jpg","132366_Houston_MID_SAT_29.7348690930722,-95.330923602569.jpg",N
1463,177278925_LosAngeles,2,"177278925_LosAngeles_MID6_GSV1_33.8552470705844,-118.177267796827.jpg","177278925_LosAngeles_MID6_GSV2_33.8552470705844,-118.177267796827.jpg","177278925_LosAngeles_SAT6_33.8552470705844,-118.177267796827.jpg",N
786,181812_NewYork,0,"181812_NewYork_MID_GSV1_40.721003390122,-74.0049209973978.jpg","181812_NewYork_MID_GSV2_40.721003390122,-74.0049209973978.jpg","181812_NewYork_MID_SAT_40.721003390122,-74.0049209973978.jpg",N
1116,249489_LosAngeles,1,"249489_LosAngeles_MID_GSV1_34.1771225429756,-118.382015616644.jpg","249489_LosAngeles_MID_GSV2_34.1771225429756,-118.382015616644.jpg","249489_LosAngeles_MID_SAT_34.1771225429756,-118.382015616644.jpg",N
1580,428100719_Seattle,2,"428100719_Seattle_MID1_GSV1_47.5832188,-122.2981354.jpg","428100719_Seattle_MID1_GSV2_47.5832188,-122.2981354.jpg","428100719_Seattle_SAT1_47.5832188,-122.2981354.jpg",N
1706,11143366_Miami,2,"11143366_Miami_MID910_GSV1_25.711529056146,-80.2894790887404.jpg","11143366_Miami_MID910_GSV2_25.711529056146,-80.2894790887404.jpg","11143366_Miami_SAT910_25.711529056146,-80.2894790887404.jpg",N
1160,257656_Seattle,0,"257656_Seattle_MID_GSV1_47.8267046273778,-122.270121410435.jpg","257656_Seattle_MID_GSV2_47.8267046273778,-122.270121410435.jpg","257656_Seattle_MID_SAT_47.8267046273778,-122.270121410435.jpg",N
1590,428246781_Seattle,1,"428246781_Seattle_MID2_GSV1_47.5956836471791,-122.317269613151.jpg","428246781_Seattle_MID2_GSV2_47.5956836471791,-122.317269613151.jpg","428246781_Seattle_SAT2_47.5956836471791,-122.317269613151.jpg",N
316,72572_Orlando,0,"72572_Orlando_MID_GSV1_28.5607914079406,-81.3748545085823.jpg","72572_Orlando_MID_GSV2_28.5607914079406,-81.3748545085823.jpg","72572_Orlando_MID_SAT_28.5607914079406,-81.3748545085823.jpg",N
1280,358808_LosAngeles,0,"358808_LosAngeles_MID_GSV1_33.8885222873954,-118.219002731411.jpg","358808_LosAngeles_MID_GSV2_33.8885222873954,-118.219002731411.jpg","358808_LosAngeles_MID_SAT_33.8885222873954,-118.219002731411.jpg",N
1365,1019985671_Minneapolis,1,"1019985671_Minneapolis_MID1_GSV1_44.9843547,-93.2400339.jpg","1019985671_Minneapolis_MID1_GSV2_44.9843547,-93.2400339.jpg","1019985671_Minneapolis_SAT1_44.9843547,-93.2400339.jpg",N
417,96563_Seattle,0,"96563_Seattle_MID_GSV1_47.5970658111092,-122.306376545552.jpg","96563_Seattle_MID_GSV2_47.5970658111092,-122.306376545552.jpg","96563_Seattle_MID_SAT_47.5970658111092,-122.306376545552.jpg",N
1607,4618403_LosAngeles,1,"4618403_LosAngeles_MID2_GSV1_34.0703675800793,-118.225269244744.jpg","4618403_LosAngeles_MID2_GSV2_34.0703675800793,-118.225269244744.jpg","4618403_LosAngeles_SAT2_34.0703675800793,-118.225269244744.jpg",N
874,199672_SanJose,0,"199672_SanJose_MID_GSV1_37.2894862048724,-121.838707352042.jpg","199672_SanJose_MID_GSV2_37.2894862048724,-121.838707352042.jpg","199672_SanJose_MID_SAT_37.2894862048724,-121.838707352042.jpg",N
1354,377426_Houston,0,"377426_Houston_MID_GSV1_29.5776667500273,-95.1065022513724.jpg","377426_Houston_MID_GSV2_29.5776667500273,-95.1065022513724.jpg","377426_Houston_MID_SAT_29.5776667500273,-95.1065022513724.jpg",N
1442,159552284_LosAngeles,2,"159552284_LosAngeles_MID3_GSV1_34.1016723743694,-118.319713178082.jpg","159552284_LosAngeles_MID3_GSV2_34.1016723743694,-118.319713178082.jpg","159552284_LosAngeles_SAT3_34.1016723743694,-118.319713178082.jpg",Y
